sample_id,roast_level,origin,batch_id,run_id,MQ135_slope,MQ135_std,MQ8_max,MQ8_mean,MQ8_min,MQ8_range,MQ8_slope,MQ8_std,MQ9_slope,MQ9_std,TGS2602_delta,TGS2602_max,TGS2602_mean,TGS2602_min,TGS2602_range,TGS2602_slope,TGS2602_std,TGS2611_delta,TGS2611_max,TGS2611_range,TGS2611_slope,TGS2611_std,TGS2620_max,TGS2620_mean,TGS2620_min,TGS2620_range,TGS2620_slope,TGS2620_std,TGS813_max,TGS813_mean,TGS813_range,TGS813_slope,TGS813_std,TGS816_max,TGS816_mean,TGS816_min,TGS816_range,TGS816_slope,TGS816_std,TGS822_max,TGS822_mean,TGS822_min,TGS822_range,TGS822_slope,TGS822_std,is_outlier_run,n_outlier_feats
D-MAN,dark,Arabika Manglayang Jawa Barat,B02,9,-0.0324361863020463,2.513643713330656,18384.0,17254.966666666667,16825.0,1559.0,-7.408292437009373,470.2587650913605,-0.0094406205952858,1.49545141091526,163.0,10495.0,9578.405555555555,9268.0,1227.0,-3.31012171157546,270.8390789248738,251.0,8167.0,261.0,1.3608619607601056,77.35852086930231,11411.0,10122.544444444444,9789.0,1622.0,-6.738526909266747,442.65358187230606,17893.0,15819.7,2695.0,-12.076839820159062,795.7838333977429,16100.0,15017.127777777778,14598.0,1502.0,-7.280118727944278,444.50090058483846,17167.0,14120.122222222222,13196.0,3971.0,-18.48650061215881,1197.573364196075,False,0
D-MAN,dark,Arabika Manglayang Jawa Barat,B02,10,-0.0339835591633486,2.2442076624675558,18262.0,17175.12777777778,16756.0,1506.0,-6.941165879605337,453.7075576044952,-0.0118120929658322,1.470282912767274,178.0,10396.0,9513.722222222224,9170.0,1226.0,-3.329106865438234,269.43958092969643,209.0,8115.0,231.0,1.2569554615883205,72.39520369687212,11281.0,10025.644444444444,9668.0,1613.0,-6.843882012819327,442.2358078508565,17723.0,15726.383333333331,2615.0,-11.505000154325746,772.1263702038973,15963.0,14907.288888888888,14469.0,1494.0,-7.219510890253814,442.5605218705252,16965.0,14044.1,13184.0,3781.0,-16.957404035103963,1134.0844415961233,False,0
D-RAT,dark,Arabika Ratawali Aceh,B02,1,-0.0465158389662232,2.921696912611233,15786.0,15495.011111111113,14834.0,952.0,-0.3966521600460919,170.45892668296776,-0.0503585501610132,3.119286832178608,307.0,10066.0,9750.261111111113,9459.0,607.0,-0.2245738037182217,92.69240077142088,20.0,10058.0,21.0,0.0787874111340884,4.570772529298216,10315.0,10017.972222222224,9575.0,740.0,-0.0956994557445188,116.79224885103542,14540.0,14159.522222222222,1440.0,0.6244431412492155,262.30287529132346,14538.0,14357.083333333334,13736.0,802.0,0.4868041194687078,138.47355696180276,13056.0,11873.68888888889,8917.0,4139.0,0.3258228134613194,700.9332987248704,False,0
D-RAT,dark,Arabika Ratawali Aceh,B02,2,-0.0399045238021749,2.7317477346763503,15461.0,15301.605555555556,14513.0,948.0,2.2234194471022763,173.9618046186291,-0.0524872166836424,3.1225536669295804,313.0,10104.0,9865.522222222222,9573.0,531.0,-0.2227949422307272,83.21624623528896,-30.0,10058.0,39.0,-0.2254349414076566,12.408468104291536,10336.0,10136.694444444443,9646.0,690.0,0.5362974165869316,103.2128622848452,14641.0,14364.816666666668,1565.0,3.929247816290626,292.0062461067625,14606.0,14469.305555555557,13801.0,805.0,1.6465045217444982,137.807374964701,12551.0,11862.538888888888,8913.0,3638.0,5.273939524882455,571.1102718506153,False,0
D-RAT,dark,Arabika Ratawali Aceh,B02,3,-0.0356615944936572,2.4610939112970605,15670.0,15426.922222222222,14547.0,1123.0,0.8800806609257485,193.31684287213804,-0.0330617200119345,2.1597511754053533,274.0,10277.0,9981.261111111113,9698.0,579.0,-0.383883247425332,88.21566791561258,-54.0,10020.0,59.0,-0.3487288702326203,18.253368863317675,10567.0,10298.5,9824.0,743.0,-0.0040433346708231,114.3438653932629,15101.0,14793.41111111111,1545.0,1.796217990267189,282.09265463255366,14872.0,14699.011111111113,14028.0,844.0,0.6614895521466712,140.70512725820396,13502.0,12117.477777777778,9192.0,4310.0,0.0112246262744734,680.0622831775195,False,0
D-RAT,dark,Arabika Ratawali Aceh,B02,4,-0.0090301140981717,1.9069851018744088,15786.0,15315.122222222222,14567.0,1219.0,0.1938166815848227,225.29741127176848,-0.0085105507371626,1.4133793604816898,479.0,10405.0,10039.761111111113,9775.0,630.0,-0.1056236303589617,108.77784053260714,-71.0,9941.0,72.0,-0.4289144726689095,22.39105356945808,10718.0,10342.505555555555,9921.0,797.0,0.0355268166712964,141.4378082418145,15463.0,14885.772222222222,1622.0,0.7413099169727461,307.377987430859,15026.0,14731.855555555556,14163.0,863.0,0.40065434118337,159.48573506628662,13872.0,11834.511111111113,9290.0,4582.0,-0.0476681379054909,823.7112601508596,False,0
D-RAT,dark,Arabika Ratawali Aceh,B02,5,-0.0322129283825632,2.5092009456149302,15912.0,15642.483333333334,14628.0,1284.0,1.1437935327222029,242.2297370900737,-0.0217681615687726,1.9704206195005545,117.0,10427.0,10088.961111111112,9846.0,581.0,-1.4867156393715857,116.87668925144418,-127.0,9842.0,127.0,-0.7182989186909061,37.47348783477184,10789.0,10460.93888888889,10019.0,770.0,-1.123564513308024,141.0020469715074,15722.0,15300.772222222222,1609.0,0.5876837762482381,302.134710984399,15185.0,14950.205555555556,14303.0,882.0,-0.2805096865129581,163.11063857360975,14100.0,12679.305555555557,9506.0,4594.0,0.2018879183513889,764.2404861294345,False,0
D-RAT,dark,Arabika Ratawali Aceh,B02,6,-0.0163019434756216,2.35356353820488,16024.0,15769.533333333333,14916.0,1108.0,2.2797596633640955,199.87027636520065,-0.0244997273578402,2.340975778978792,207.0,10215.0,9946.222222222224,9730.0,485.0,-0.8217743345988043,88.138385068076,-163.0,9673.0,163.0,-0.9497391894811568,49.57857659921242,10585.0,10371.205555555556,9971.0,614.0,0.0697994794078006,99.66450409641644,15640.0,15373.855555555556,1236.0,2.1869049456258938,232.24067948829904,15061.0,14913.072222222225,14341.0,720.0,0.91817545809027,126.9495140296038,13604.0,12782.483333333334,10171.0,3433.0,2.450088994516292,564.1400384309678,False,0
D-RAT,dark,Arabika Ratawali Aceh,B02,7,-0.0050032408407666,1.8475326207149452,17446.0,17218.37777777778,16479.0,967.0,3.4007387059271377,233.73862486720225,-0.0075516734055577,1.6044630491157017,-4.0,10474.0,10309.844444444445,10191.0,283.0,-0.8577816187742419,74.61909398297779,-176.0,9462.0,176.0,-0.9677212259637644,50.445102635322975,11301.0,11180.716666666667,10946.0,355.0,0.0964937189419426,93.32422458212416,17066.0,16871.855555555554,739.0,1.5704435322077837,172.1790065721106,16235.0,16069.344444444445,15594.0,641.0,1.74457030566787,146.7886909859394,14891.0,14607.41111111111,12991.0,1900.0,3.443264709816146,410.68017961878735,False,0
D-RAT,dark,Arabika Ratawali Aceh,B02,8,-0.025411278125868,1.951578647627888,18305.0,18104.64444444445,17928.0,377.0,1.5295965924874224,116.82449340556188,-0.0082667160509069,1.6152112898512128,10.0,10985.0,10794.111111111111,10649.0,336.0,0.0557980184573597,102.3441935532534,-73.0,9245.0,82.0,-0.5181363622334022,27.233940079262204,12153.0,11951.494444444445,11788.0,365.0,1.0437081391400969,121.71261587369702,17948.0,17744.583333333332,373.0,1.129634659505952,121.81646029991184,17140.0,16932.338888888888,16806.0,334.0,1.365327119149768,111.32754852331496,16373.0,15623.138888888889,15135.0,1238.0,-0.3673991995637721,284.8249048313127,False,0
D-RAT,dark,Arabika Ratawali Aceh,B02,9,-0.0131526693210695,1.594761754232355,19120.0,18998.005555555555,18866.0,254.0,1.004375649454201,71.63076468536619,-0.0155087091165365,1.6494454798693567,-304.0,11591.0,11436.366666666669,11287.0,304.0,-0.3938989886519132,64.54515547252224,-81.0,9168.0,81.0,-0.4172340710104221,23.07234930163615,13099.0,12970.277777777776,12824.0,275.0,0.3717172340710104,74.13252933529697,18777.0,18665.63333333333,257.0,0.2910789427657232,59.84784244908128,18003.0,17902.272222222222,17809.0,194.0,0.5057079951027295,54.06367346315111,17026.0,16823.03888888889,16206.0,820.0,1.9208627838307768,174.58721832719544,True,2
D-RAT,dark,Arabika Ratawali Aceh,B02,10,-0.0165725279586818,1.8296136295730727,19297.0,19196.20555555556,18990.0,307.0,1.1612899575089766,77.62362259393615,-0.0162556457503832,1.7252641284305317,93.0,11746.0,11653.133333333331,11466.0,280.0,0.6806506373653509,57.858081042318034,25.0,9121.0,25.0,0.1090825848534419,5.850111545090932,13445.0,13309.377777777778,12984.0,461.0,1.5609905655524343,106.30971699706022,18945.0,18834.494444444445,335.0,0.9926139695669618,78.03326158182455,18231.0,18128.466666666667,17916.0,315.0,1.259491548093048,81.69628999460552,17198.0,17028.28888888889,16499.0,699.0,1.797292097492721,138.31372681947187,True,6
D-RAT,dark,Arabika Ratawali Aceh,B04,1,-0.0126545645882662,3.241090162108975,18645.0,17258.18232044199,13918.0,4727.0,-1.1004776071074425,889.6874513103072,-0.0312933843320583,2.5306470200496043,530.0,11186.0,9787.977900552489,8964.0,2222.0,-4.637977860077307,447.2874908924921,300.0,8054.0,300.0,1.5065792402808975,79.87409406305719,11918.0,10544.872928176796,9276.0,2642.0,-4.637042883451723,526.3699906875183,18287.0,16616.91712707182,4033.0,-5.124301297229479,804.9014424032371,17086.0,15912.182320441989,13912.0,3174.0,-3.846631453261288,612.7348755258646,18724.0,16512.022099447513,9604.0,9120.0,-0.346198368850304,1682.8651888827414,True,12
D-RAT,dark,Arabika Ratawali Aceh,B04,2,-0.085635359116022,5.0267163332509694,17053.0,16769.172222222223,14906.0,2147.0,4.491316604421946,521.559209754703,-0.0865890922559338,4.798419458381304,462.0,9713.0,9483.111111111111,8946.0,767.0,-0.122376205026904,152.85940847240994,64.0,8173.0,65.0,0.3369805652437832,17.886908507767323,10273.0,10111.094444444445,9293.0,980.0,0.8940183338991942,222.5386212723315,16118.0,15804.055555555557,1990.0,3.126551231005072,480.67064093073367,15543.0,15327.983333333334,14077.0,1466.0,2.322113851250552,341.55466897619965,16523.0,15808.377777777778,10574.0,5949.0,9.937996028684015,1402.011349086412,False,0
D-RAT,dark,Arabika Ratawali Aceh,B04,3,-0.0495622292869121,3.2295721947561646,16762.0,16430.744444444445,14910.0,1852.0,1.316935707892219,324.3655969300022,-0.0526713787462575,3.0814466521253414,440.0,9882.0,9404.361111111111,8962.0,920.0,-0.9495056431782872,151.06263320092273,-5.0,8198.0,16.0,-0.0944422152947107,5.696969584409409,10394.0,9970.711111111112,9276.0,1118.0,-0.3871065979402656,174.66816068276563,15913.0,15459.555555555557,1960.0,1.0773254318548928,348.0831664287808,15404.0,15073.45,14016.0,1388.0,0.2450600327170591,222.76789220819657,16313.0,15346.022222222222,10683.0,5630.0,3.155099437225428,958.4383536335056,False,0
D-RAT,dark,Arabika Ratawali Aceh,B04,4,-0.0325246663991687,2.778268733770244,16780.0,16607.67777777778,14977.0,1803.0,4.350755681759725,392.56218459902254,-0.056666358015165,3.3163253242277384,566.0,9841.0,9735.344444444445,9209.0,632.0,0.5957591283681595,90.31764690947752,16.0,8216.0,17.0,0.0396524584092101,3.173343935321788,10446.0,10363.388888888889,9548.0,898.0,1.7816146588886488,163.19732679679186,16035.0,15866.105555555556,1839.0,4.472898340483759,404.01102779935167,15535.0,15420.238888888887,14254.0,1281.0,2.9984742327438085,260.72049641360223,16015.0,15565.522222222222,10733.0,5282.0,7.084887393643835,1004.1775558880132,False,0
D-RAT,dark,Arabika Ratawali Aceh,B04,5,-0.0268207866497937,2.6730080559248424,16222.0,16001.577777777778,15091.0,1131.0,0.5159768305606139,208.9718634813733,-0.0301933187238289,2.1162593634425253,59.0,9942.0,9589.494444444445,9399.0,543.0,-2.0742584647674303,136.9983279766754,-16.0,8254.0,32.0,-0.169591654063397,9.574407226717316,10473.0,10137.094444444445,9777.0,696.0,-1.7043519861724126,137.73120519753138,15812.0,15420.066666666668,1316.0,-0.4786629216951145,244.2974558348373,15318.0,15054.43888888889,14486.0,832.0,-0.9647880078603248,148.40169569002484,15209.0,14473.933333333332,10781.0,4428.0,3.231118244390258,790.9048604756595,False,0
D-RAT,dark,Arabika Ratawali Aceh,B04,6,0.0102678066195458,2.285245362912938,16043.0,15879.866666666669,14627.0,1416.0,4.014782349249463,362.3800807233034,-0.014931530808564,1.4037614628449488,282.0,9753.0,9507.272222222222,9181.0,572.0,-0.4858411267837484,110.92021545305192,-45.0,8229.0,59.0,-0.3399467061740588,18.80153790083074,10216.0,10028.666666666666,9506.0,710.0,0.3342798646048746,149.0444798818132,15458.0,15252.577777777778,1415.0,3.135018570532012,355.21992488336053,15046.0,14931.766666666666,14114.0,932.0,1.7555438953877174,223.24696598437583,15026.0,14502.633333333331,10789.0,4237.0,8.976375814068339,1040.197214326561,False,0
D-RAT,dark,Arabika Ratawali Aceh,B04,7,0.0035320020165231,2.2050320533498904,16228.0,16013.511111111113,14548.0,1680.0,5.62126608845952,444.2774246385374,-0.0298208792452441,2.239888653346787,308.0,9657.0,9464.08888888889,9131.0,526.0,-0.1198020515036471,102.53737778163608,-83.0,8156.0,83.0,-0.5091206518719713,26.618954056908372,10116.0,10009.7,9427.0,689.0,1.0710721524326885,160.37062172620384,15518.0,15337.727777777778,1569.0,4.66048231941315,418.4852283831801,15077.0,14949.783333333333,14031.0,1046.0,2.6998559626325918,260.8374196644468,15339.0,14882.477777777778,10785.0,4554.0,11.320616891467845,1165.8866980969908,False,0
D-RAT,dark,Arabika Ratawali Aceh,B04,8,-0.0009084642530119,1.8158126740628835,15684.0,15581.572222222225,14687.0,997.0,2.3484233052460453,202.44767668194373,-0.008568165684126,1.6172947962880977,386.0,9695.0,9436.327777777778,9099.0,596.0,0.1231406319125076,99.79979011383732,-29.0,8067.0,38.0,-0.242265707789335,13.422600385816397,10135.0,9928.488888888887,9426.0,709.0,0.7999506157597457,118.3476315226743,15269.0,15093.75,1158.0,2.9169161599637845,240.4199044316576,14843.0,14737.905555555555,14051.0,792.0,1.5893093408232764,147.73624002596,14291.0,14037.25,11021.0,3270.0,4.834026770373571,622.3611184287171,False,0
D-RAT,dark,Arabika Ratawali Aceh,B04,9,-0.0156013045670133,2.4164756233484166,15826.0,15646.238888888887,14840.0,986.0,2.925832073006368,228.9926290899545,-0.0411381009701945,2.8309443318539254,376.0,9805.0,9669.116666666669,9369.0,436.0,0.3687593238474438,76.21963815332282,47.0,8084.0,47.0,0.2118563330143934,11.431799224949373,10312.0,10212.18888888889,9768.0,544.0,1.0302025782688766,111.77205399662502,15501.0,15358.394444444444,1001.0,2.6947693858863944,241.81595331207157,15143.0,14998.75,14405.0,738.0,1.932204697675854,159.00661856854686,14334.0,13988.283333333333,11223.0,3111.0,6.784348282354393,718.7709892004553,False,0
D-RAT,dark,Arabika Ratawali Aceh,B04,10,0.0040237867423891,2.1084427253916536,15913.0,15679.783333333333,14498.0,1415.0,5.8759292982293685,414.03997155430864,-0.0154881323497638,1.898707456720841,193.0,9821.0,9617.305555555557,9358.0,463.0,-0.2684290667407432,103.44172770413248,-12.0,8112.0,25.0,-0.1102482586911118,7.240859303375014,10312.0,10173.83888888889,9717.0,595.0,0.7542506455960577,149.88405812974273,15569.0,15353.761111111113,1317.0,4.363308538329372,376.8042386085849,15122.0,14988.15,14275.0,847.0,2.514556004814964,232.65310871426888,14770.0,14259.755555555555,10875.0,3895.0,13.023027459695257,1116.790066057601,False,0
L-GAY,light,Arabika Gayo Aceh,B03,1,-0.0595069806681276,3.917123274624294,16530.0,16190.138888888889,14668.0,1862.0,2.4098449540623688,410.35851288078646,-0.0786289700299392,4.480217223384942,405.0,8770.0,8590.805555555555,8028.0,742.0,-1.0391051164130578,149.24791333136906,508.0,8672.0,508.0,2.778291511054868,145.38327136503534,10079.0,9379.738888888887,8668.0,1411.0,-8.152320544872783,439.78063810539663,16272.0,15602.394444444444,1689.0,-8.939453892609858,525.9026663690754,13893.0,13539.127777777778,12514.0,1379.0,-1.3221838122575795,309.6275295339765,15208.0,14191.6,7955.0,7253.0,7.125713756597422,1437.0094513010315,True,28
L-GAY,light,Arabika Gayo Aceh,B03,2,-0.0850911036348858,4.941105659633762,15884.0,15751.055555555557,14393.0,1491.0,2.787664228319804,320.8519337276692,-0.1013066246900624,5.531903407260701,609.0,8938.0,8627.43888888889,8047.0,891.0,0.2964319886416248,132.33279378751018,252.0,9031.0,252.0,1.3908906653497537,72.5429806885247,8856.0,8519.377777777778,7743.0,1113.0,0.0089179707192608,190.38849301983493,14173.0,13430.022222222222,1640.0,-4.062193277570295,395.5629883036386,13153.0,13001.68888888889,11815.0,1338.0,1.844462277642314,255.40895652146625,14046.0,13356.388888888889,7851.0,6195.0,7.957733263372326,1274.9499207555225,True,5
L-GAY,light,Arabika Gayo Aceh,B03,3,-0.1132473224482236,6.315742993447402,15509.0,15321.55,14291.0,1218.0,4.161722069611202,285.88874022547566,-0.1209841867547352,6.657206975719377,437.0,8948.0,8770.894444444444,8359.0,589.0,0.4601798409415929,92.38851032716003,124.0,9222.0,124.0,0.6603495992674672,34.565475073244784,8455.0,8377.277777777777,7709.0,746.0,1.4815251499531876,159.7391048751653,12153.0,11967.2,1562.0,4.469800508246139,374.4731330473545,12970.0,12828.433333333332,11921.0,1049.0,3.143967406401432,227.06731460764777,12922.0,12372.594444444445,7853.0,5069.0,13.59999691348498,1160.1220158194892,True,1
L-GAY,light,Arabika Gayo Aceh,B03,4,0.0061596551333888,1.882282051965996,15202.0,15070.344444444445,14050.0,1152.0,2.4650287560315647,248.9402863541389,-0.0092122184841095,1.6460173329011605,153.0,9011.0,8704.155555555555,8470.0,541.0,-1.0724487381297776,97.6485444700524,49.0,9307.0,49.0,0.2555521260944267,13.456224863807485,8376.0,8159.977777777778,7654.0,722.0,-0.5811516816362644,139.29350691134115,11736.0,11521.111111111111,1838.0,4.172820148770023,423.08217156741534,12724.0,12613.722222222224,11890.0,834.0,0.6409621696142884,162.2853909221837,12606.0,12156.5,7733.0,4873.0,8.298433079210264,1039.3487029178336,False,0
L-GAY,light,Arabika Gayo Aceh,B03,5,-0.0155159109849069,2.503101738165609,14757.0,14578.977777777778,13786.0,971.0,0.3123738386987252,179.49917774373398,-0.0017089004804675,1.6629287693309067,130.0,9027.0,8559.783333333333,8314.0,713.0,-1.8873987880284369,147.26714504998452,-26.0,9325.0,38.0,-0.1938917867835426,10.854736056114886,8205.0,7818.955555555555,7336.0,869.0,-1.5359630441268757,166.43534561696728,11242.0,10965.916666666666,1632.0,1.5256489397820916,340.59823930038914,12500.0,12196.072222222225,11585.0,915.0,-1.0844377912898542,157.02414256091146,11927.0,11309.555555555557,7791.0,4136.0,4.1197979361502925,809.7170222455587,False,0
L-GAY,light,Arabika Gayo Aceh,B03,6,-0.0147483975842875,2.255629552990203,14678.0,14583.772222222222,13447.0,1231.0,2.540178194800251,228.7471544666696,-0.0441597991707563,2.9909028218305203,181.0,8750.0,8490.533333333333,8264.0,486.0,-1.054170396205644,85.01714582246856,-95.0,9266.0,95.0,-0.5726699383725835,29.96946304296757,7875.0,7718.138888888889,7172.0,703.0,-0.3831219070547444,110.6741032871888,11328.0,11139.716666666667,1924.0,4.673073243001327,399.08896636292224,12191.0,12137.072222222225,11339.0,852.0,0.8237651367840574,132.44056453631924,12148.0,11866.33888888889,7699.0,4449.0,5.612993199378581,786.2693765863056,False,0
L-GAY,light,Arabika Gayo Aceh,B03,7,-0.0663621305184316,4.274765358504126,14767.0,14596.477777777778,13508.0,1259.0,3.536784057121104,248.31032250631583,-0.0658096443305863,3.8419868321124406,379.0,8869.0,8674.483333333334,8337.0,532.0,0.1416494336244945,68.92109284613925,-112.0,9136.0,112.0,-0.6789880346101217,35.432584329654645,7966.0,7876.2555555555555,7198.0,768.0,1.4539255326810498,129.3054986461773,11883.0,11497.522222222222,2138.0,7.07326563577065,469.14040560775095,12497.0,12333.361111111111,11460.0,1037.0,2.6869152340092795,176.11495623261075,12046.0,11765.0,7810.0,4236.0,7.714485014969597,837.1409711551527,False,0
L-GAY,light,Arabika Gayo Aceh,B03,8,-0.0333261314649629,2.360022935427064,14964.0,14735.888888888889,13514.0,1450.0,5.277732851836991,363.29253012646143,-0.0442986923464715,2.775586348486014,363.0,8964.0,8864.9,8528.0,436.0,0.4300791176682408,73.18378945576777,-119.0,8989.0,119.0,-0.6940636027860941,36.1976688344744,8211.0,8118.288888888889,7418.0,793.0,2.195460765249956,182.57210984936316,12498.0,12056.361111111111,2300.0,9.23998374435425,606.4942557667699,12809.0,12633.388888888889,11701.0,1108.0,3.791090259987449,260.12911252513834,12448.0,11991.83888888889,7763.0,4685.0,11.543205037192504,1103.013622812742,False,0
L-GAY,light,Arabika Gayo Aceh,B03,9,-0.0225006944658785,2.0188743168256966,14474.0,14398.016666666666,13580.0,894.0,1.1519707398376495,171.58786777833416,-0.02911715382162,2.1106201853314914,89.0,9005.0,8718.572222222223,8544.0,461.0,-1.3861405187402902,99.8798177563122,-157.0,8826.0,157.0,-0.9206127761144892,48.03199585378817,8125.0,7881.883333333333,7467.0,658.0,-0.9068109098017428,118.54811978226654,11896.0,11748.266666666666,1316.0,1.9207835632787011,280.8742854833992,12524.0,12357.58888888889,11806.0,718.0,-0.3448501496959781,114.67295195194488,11861.0,11347.261111111113,7912.0,3949.0,4.463247836867391,726.0466254930327,False,0
L-GAY,light,Arabika Gayo Aceh,B03,10,-0.0057275430311635,1.7608315145392708,14190.0,14033.322222222225,13272.0,918.0,1.5068078232867257,162.13625057100612,-0.0109098017428521,1.67005242691006,103.0,8854.0,8574.18888888889,8382.0,472.0,-1.342671070094756,95.18214170377335,-191.0,8609.0,191.0,-1.1290338179161907,58.91239880079835,7801.0,7634.611111111111,7225.0,576.0,-0.7174336656481166,101.92545139079168,11539.0,11319.905555555555,1317.0,2.554044877928331,270.4780724540542,12135.0,12048.333333333334,11500.0,635.0,-0.0507546529213866,97.9556392586452,11419.0,10873.977777777778,7848.0,3571.0,5.2571025854707445,648.4067017698553,False,0
L-GAY,light,Arabika Gayo Aceh,B04,1,-0.025618074631933,2.703171918938849,18466.0,17650.88888888889,14243.0,4223.0,-1.272788254781526,730.8510680533594,-0.0138738849964505,1.8741519911440945,658.0,10745.0,9988.15,9204.0,1541.0,-2.661453542804819,267.928187556201,-67.0,8019.0,72.0,-0.4246365628568782,22.799245307513555,11555.0,10842.3,9536.0,2019.0,-3.060228196343508,370.2062674333424,17816.0,16933.477777777778,3783.0,-1.8053232095640808,674.588055183422,16693.0,16061.255555555555,14116.0,2577.0,-2.314256612858421,441.5708010221374,18439.0,17056.03888888889,11220.0,7219.0,-3.3563247836867345,1208.0645093762175,True,2
L-GAY,light,Arabika Gayo Aceh,B04,2,-0.0014969597827093,1.898241533283909,16918.0,16745.133333333335,15543.0,1375.0,3.214617735115281,310.19392744813416,-0.0164254040762574,2.2231988853169966,373.0,10063.0,9949.0,9512.0,551.0,0.1202712017860633,100.03267622556724,64.0,8040.0,64.0,0.3340288280502484,17.571229517765225,10726.0,10627.716666666667,9976.0,750.0,0.9286943012644424,157.83968512740174,16433.0,16264.844444444445,1331.0,2.989958537814953,313.0580081221535,15720.0,15604.694444444443,14758.0,962.0,1.9436001111145405,211.1668592063251,15869.0,15450.983333333334,11811.0,4058.0,7.129375392244617,855.3905865665066,False,0
L-GAY,light,Arabika Gayo Aceh,B04,3,0.0069878699959875,2.073778835656753,16491.0,16349.211111111112,15309.0,1182.0,3.279525088222886,286.94279477557694,-0.0085527331090465,1.5977463178143725,277.0,9924.0,9775.155555555555,9456.0,468.0,-0.1045423212650595,86.48032825832294,19.0,8074.0,20.0,0.0610965359013138,4.275592967105268,10494.0,10378.238888888887,9890.0,604.0,0.5024280584791713,127.8304727524766,15969.0,15835.68888888889,1112.0,2.806638064960852,280.09940950573684,15387.0,15303.08888888889,14631.0,756.0,1.5614823502783002,174.29200082571538,15200.0,14857.066666666668,11739.0,3461.0,7.261907260512155,815.7121411421458,False,0
L-GAY,light,Arabika Gayo Aceh,B04,4,0.0194903134870417,2.349346489160941,16567.0,16421.344444444443,15163.0,1404.0,3.631533895079065,340.9925427553709,0.0060464829161393,1.7908225242803637,300.0,9955.0,9753.744444444445,9410.0,545.0,-0.5258660246715431,111.45373177469328,-31.0,8078.0,37.0,-0.2160210706091751,11.81108276059624,10551.0,10378.0,9804.0,747.0,0.4316059137627704,157.72240659430557,16064.0,15872.422222222222,1399.0,3.251927528627427,342.79017729314444,15455.0,15315.622222222222,14520.0,935.0,1.5010854244472565,208.15124377609885,15561.0,15120.0,11645.0,3916.0,7.239509449880139,891.0794408089563,False,0
L-GAY,light,Arabika Gayo Aceh,B04,5,0.0009074354146732,1.5918398367290727,16350.0,16166.988888888887,15316.0,1034.0,3.602421885449139,232.1333172356471,-0.0226097513297735,2.1584933936897075,175.0,9721.0,9647.383333333331,9430.0,291.0,-0.2744148481949031,48.86571212239775,-22.0,8047.0,26.0,-0.1515931561673714,8.063712773105875,10282.0,10235.011111111113,9869.0,413.0,0.4821362799263352,76.8828455696888,15740.0,15614.322222222225,912.0,2.915059106762553,211.87449261469035,15208.0,15136.844444444445,14615.0,593.0,1.603333436217167,123.10266516237856,14862.0,14544.961111111112,11865.0,2997.0,7.425392759035775,600.9959737721864,False,0
L-GAY,light,Arabika Gayo Aceh,B04,6,0.0014835848843071,2.1739670735195973,16571.0,16423.694444444445,15403.0,1168.0,3.5313219543813075,278.9065860962162,-0.0126999804520715,1.4357326936005943,255.0,9771.0,9661.216666666667,9364.0,407.0,0.0390927703529943,78.18716085717033,-17.0,8018.0,19.0,-0.094374311964361,5.300817429906611,10342.0,10272.1,9809.0,533.0,0.7412862536909575,122.16488079869214,15918.0,15774.305555555557,1114.0,3.2659042974577406,276.94678304568635,15343.0,15245.91111111111,14606.0,737.0,1.7137298476290423,168.55810757730836,15312.0,15024.522222222222,12093.0,3219.0,7.278638229574985,744.71337859823,False,0
L-GAY,light,Arabika Gayo Aceh,B04,7,0.0011183472740928,1.87156679268098,16415.0,16315.883333333331,15422.0,993.0,2.185475889173534,207.34701636515229,-0.0066730454643661,1.7675606465845628,450.0,9814.0,9746.08888888889,9364.0,450.0,0.8281243248248402,71.65305054489879,52.0,8052.0,52.0,0.238040268732574,12.77563148249574,10441.0,10348.866666666669,9786.0,655.0,1.567712995257055,121.43864809605157,15860.0,15748.58888888889,1072.0,2.9252425486383324,242.3397538589872,15346.0,15253.144444444444,14584.0,762.0,1.9355391627313605,149.77689636271404,15054.0,14700.427777777775,12079.0,2975.0,3.1800930069858118,556.2386553289738,False,0
L-GAY,light,Arabika Gayo Aceh,B04,8,0.0091576900521621,1.9757295205628072,16357.0,16223.655555555555,15444.0,913.0,0.4799016430548268,174.87896284270738,-0.0012130004012469,1.3856025676510084,98.0,10043.0,9858.988888888887,9649.0,394.0,-1.2099180015844109,86.00552073282213,62.0,8152.0,63.0,0.3105291315575583,16.665567002828325,10648.0,10483.305555555557,10127.0,521.0,-0.968979495251911,106.19651317394636,15966.0,15784.266666666666,934.0,0.1326625307365458,190.6137572927876,15459.0,15336.6,14851.0,608.0,-0.3899050382213442,115.93036823597866,14995.0,14439.666666666666,11894.0,3101.0,1.1155261993682928,547.0270080042059,False,0
