sample_id,roast_level,origin,batch_id,run_id,MQ135_slope,MQ135_std,MQ8_max,MQ8_mean,MQ8_min,MQ8_range,MQ8_slope,MQ8_std,MQ9_slope,MQ9_std,TGS2602_delta,TGS2602_max,TGS2602_mean,TGS2602_min,TGS2602_range,TGS2602_slope,TGS2602_std,TGS2611_delta,TGS2611_max,TGS2611_range,TGS2611_slope,TGS2611_std,TGS2620_max,TGS2620_mean,TGS2620_min,TGS2620_range,TGS2620_slope,TGS2620_std,TGS813_max,TGS813_mean,TGS813_range,TGS813_slope,TGS813_std,TGS816_max,TGS816_mean,TGS816_min,TGS816_range,TGS816_slope,TGS816_std,TGS822_max,TGS822_mean,TGS822_min,TGS822_range,TGS822_slope,TGS822_std,is_outlier_run,n_outlier_feats
D-MAN,dark,Arabika Manglayang Jawa Barat,B01,1,-0.0067862176816156,2.6198402631353552,18604.0,17843.844444444443,14458.0,4146.0,2.8561601695525574,814.6327741214897,-0.0069765527742625,1.5452114614458077,790.0,11064.0,10043.361111111111,9129.0,1935.0,-3.4798183071493973,367.7866421196718,-95.0,8162.0,122.0,-0.7109272919946086,37.71834591906526,12112.0,11151.65,9682.0,2430.0,-2.453945080609484,446.2762688072923,18381.0,17409.577777777777,3459.0,-0.5571283064292111,661.6156790509002,16526.0,15789.75,13663.0,2863.0,-0.7449376009547619,539.5666984414801,18232.0,16809.12222222222,10571.0,7661.0,3.111733901252096,1448.3525322254843,True,2
D-MAN,dark,Arabika Manglayang Jawa Barat,B01,2,0.0007273887054127,1.8242027586130185,17346.0,16729.744444444445,15749.0,1597.0,0.3090342294515261,196.19780015231012,0.0021513009660792,1.6557463468898197,495.0,10308.0,9728.044444444444,9260.0,1048.0,-0.0155560356801136,126.3014847607195,47.0,8090.0,48.0,0.2212125888659115,11.77156354337612,11108.0,10595.961111111112,9949.0,1159.0,0.2975657684907969,140.6759564964415,16996.0,16446.605555555554,1424.0,0.081851291706534,184.05833108747453,15407.0,14982.788888888888,14186.0,1221.0,0.5544594997787997,142.62424707428656,16141.0,14649.933333333332,11120.0,5021.0,1.489941047563197,624.8727924177132,False,0
D-MAN,dark,Arabika Manglayang Jawa Barat,B01,3,-0.0013282302951737,2.1851808891511952,17713.0,16953.716666666667,15312.0,2401.0,2.2649701122462624,416.928369917973,-0.0134654361760136,1.4407822552830194,428.0,10722.0,9933.2,9405.0,1317.0,-0.7465909441649433,191.5971507001724,78.0,8170.0,78.0,0.3947241169994958,20.88805550591355,11575.0,10865.05,10029.0,1546.0,0.1074385011883084,234.2756881212661,17357.0,16636.01111111111,2033.0,1.1756000699610067,349.7963012809312,15858.0,15280.55,14138.0,1720.0,1.1288218772184324,281.30951313236983,16841.0,15078.738888888887,10566.0,6275.0,4.029526631480397,1084.940434808546,False,0
D-MAN,dark,Arabika Manglayang Jawa Barat,B01,4,0.0003004207948805,2.1903801868918764,17198.0,16807.76111111111,15336.0,1862.0,4.803943537351976,424.5254249959975,-0.0126361924750763,2.10166792560624,375.0,10653.0,9886.516666666666,9480.0,1173.0,-1.1809284237167812,188.00530347327495,14.0,8207.0,31.0,0.0313106371595831,7.582075222544469,11345.0,10774.85,10100.0,1245.0,0.0641635029887753,214.49179836125623,16895.0,16475.18888888889,1576.0,2.5332222187927607,332.1494882690891,15532.0,15173.394444444444,14214.0,1318.0,1.635841641202918,257.9769704593786,15989.0,14843.166666666666,10428.0,5561.0,11.94314022037718,1219.2129776688737,False,0
D-MAN,dark,Arabika Manglayang Jawa Barat,B01,5,-0.0086422420445075,2.4921976321842294,18022.0,17127.916666666668,15355.0,2667.0,-1.8941500252065395,423.96339405331526,-0.003792298116197,1.8165047849559453,340.0,10754.0,9791.994444444445,9263.0,1491.0,-3.2394857865983515,275.58014979924945,-47.0,8192.0,61.0,-0.3251057131392943,17.427828478110683,11643.0,10735.85,9873.0,1770.0,-3.142453985205304,308.6650744938444,17438.0,16591.422222222223,2291.0,-2.2384456310379948,389.5930544898946,15993.0,15193.55,14012.0,1981.0,-2.9937271726493613,333.1444781113584,17315.0,15489.127777777778,10629.0,6686.0,-2.8838019691965804,1031.227429578261,False,0
D-MAN,dark,Arabika Manglayang Jawa Barat,B01,6,-0.0039692583104416,1.929257889055512,17188.0,16725.733333333334,15368.0,1820.0,-0.5684537588608704,270.1092392298317,-0.0084683683652787,2.2908543506984933,254.0,10117.0,9541.116666666669,9156.0,961.0,-2.163115116721709,176.55617033940274,-62.0,8127.0,69.0,-0.3976172104077285,20.992656337675133,10932.0,10382.083333333334,9752.0,1180.0,-2.0350761854789754,195.6468393667272,16701.0,16184.922222222222,1595.0,-1.253022212619731,254.1572437121299,15223.0,14754.038888888888,13868.0,1355.0,-1.7176857310410814,208.0522432211993,16104.0,14905.394444444444,10751.0,5353.0,-1.044496229307487,764.284859419365,False,0
D-MAN,dark,Arabika Manglayang Jawa Barat,B01,7,0.0032511291500766,1.632422883101601,17152.0,17022.827777777777,15255.0,1897.0,3.002608105188432,377.9523754479736,-0.0077594987499614,1.6971513724124434,661.0,10004.0,9744.316666666668,9122.0,882.0,0.395930944370711,126.23957338437164,32.0,8070.0,33.0,0.1518287601469181,8.528949860513503,10772.0,10632.966666666667,9647.0,1125.0,1.6460775538339654,200.8363490659628,16591.0,16471.87222222222,1639.0,2.9818132246880045,339.01622430409265,15126.0,15026.694444444443,13718.0,1408.0,2.4707439530026645,266.36779078740614,16103.0,15425.327777777778,10725.0,5378.0,3.8055732172803696,931.1645908825516,False,0
D-MAN,dark,Arabika Manglayang Jawa Barat,B01,8,-0.0060814634196528,2.292804440766863,17246.0,16187.377777777778,15414.0,1832.0,-1.0969741864460838,329.98104153355604,-0.0122225994629463,1.4731193757534926,295.0,10330.0,9675.094444444445,9380.0,950.0,-0.2750156897846641,152.27432967294015,92.0,8157.0,92.0,0.5123059353683755,26.8157703028196,11080.0,10425.488888888887,9971.0,1109.0,-0.1306336615327634,191.56866379572415,16755.0,15954.033333333333,1472.0,-0.4534275749251521,277.1582630795916,15310.0,14636.416666666666,14053.0,1257.0,-0.2164398078129983,223.94150460786295,16213.0,13432.583333333334,10689.0,5524.0,-0.1205994012160879,1033.284457229989,False,0
D-MAN,dark,Arabika Manglayang Jawa Barat,B01,9,-0.0029826023436937,2.296861810716849,17643.0,16835.12777777778,15077.0,2566.0,0.0959011080588905,429.2083140827024,-0.0088099426937045,1.851694075629306,413.0,10607.0,9969.122222222222,9467.0,1140.0,-1.535384836980565,193.44098620993464,51.0,8213.0,51.0,0.2412265810673169,12.685924545110844,11499.0,10880.727777777778,10041.0,1458.0,-1.015555006841775,239.3143565172336,17243.0,16549.87222222222,2095.0,-0.0464160416473757,361.7221537900605,15788.0,15207.888888888889,14030.0,1758.0,-0.4716030330154223,284.806979405898,16937.0,14953.044444444444,10354.0,6583.0,-0.6518781443871727,1070.171989634905,False,0
D-MAN,dark,Arabika Manglayang Jawa Barat,B01,10,0.0014290564523596,2.171502982207957,17143.0,16726.533333333333,15293.0,1850.0,0.3822895768387915,294.63010423923475,0.0006697737584493,1.3734536477101955,239.0,10337.0,9770.927777777775,9395.0,942.0,-1.993282714487072,170.72684022346272,-12.0,8234.0,27.0,-0.1125363951562291,7.355232242477604,11164.0,10673.494444444445,10039.0,1125.0,-1.5951407965266415,187.6608880601146,16816.0,16374.25,1539.0,-0.5457380371822176,257.18362622407625,15376.0,14984.744444444445,14090.0,1286.0,-1.152362727244668,205.42396878700305,16114.0,14885.533333333333,10627.0,5487.0,0.8519172402440406,843.1843632273203,False,0
D-MAN,dark,Arabika Manglayang Jawa Barat,B02,1,-0.192708622694116,10.330135565758672,18445.0,17447.63888888889,17088.0,1357.0,-6.51895737522763,416.5174822313526,-0.1589555233186209,8.52003881754737,567.0,10536.0,9509.433333333332,8824.0,1712.0,-3.454855602539173,323.8925109650081,1141.0,8261.0,1141.0,5.5577342922106645,296.94554605961525,11962.0,10428.466666666667,9971.0,1991.0,-8.985172381863636,549.8528843367177,18751.0,16898.416666666668,2485.0,-10.411270923999716,679.6769432654781,16644.0,15441.15,14961.0,1683.0,-8.678326491558378,515.0708198309635,17340.0,14415.93888888889,13588.0,3752.0,-17.23023035690402,1132.675130631829,True,18
D-MAN,dark,Arabika Manglayang Jawa Barat,B02,2,-0.0383365741741,2.856184551534978,18583.0,17506.244444444445,17128.0,1455.0,-5.814809099046267,443.83383853188417,-0.0041873720382316,1.4342186863318522,358.0,11158.0,9756.5,9195.0,1963.0,-3.950387357634495,432.74562566976095,479.0,8609.0,485.0,2.1828451495416523,125.43002678829232,12190.0,10477.044444444444,10103.0,2087.0,-7.006107184378118,553.4827751350515,19196.0,16564.216666666667,3648.0,-11.700411535335451,998.4650189836788,16768.0,15511.294444444444,15060.0,1708.0,-6.888835046349167,510.4894758923991,17383.0,14481.144444444444,13695.0,3688.0,-15.017903844768869,1138.4577783551988,True,4
D-MAN,dark,Arabika Manglayang Jawa Barat,B02,3,-0.0320328816733026,2.7953750488195683,18539.0,17462.05,17092.0,1447.0,-6.518457359795057,442.386661620678,-0.0157669475395331,1.689517467723556,356.0,10936.0,9696.627777777778,9148.0,1788.0,-4.278766834367316,379.38590530734285,318.0,8672.0,327.0,1.1832330215953166,71.92425213161924,11996.0,10385.505555555555,10025.0,1971.0,-7.470443532207784,533.6678344353,18962.0,16294.33888888889,3958.0,-13.600186219739292,1024.5349628486658,16605.0,15390.616666666669,14959.0,1646.0,-7.500522649876026,493.1773200324741,17347.0,14463.416666666666,13683.0,3664.0,-16.119066432091525,1111.4662411910056,True,2
D-MAN,dark,Arabika Manglayang Jawa Barat,B02,4,-0.0761865078140271,4.441337756539109,18520.0,17428.794444444444,17050.0,1470.0,-6.758592343385083,447.62052086027103,-0.0587939956994557,3.4454334696692115,336.0,10751.0,9614.133333333331,9093.0,1658.0,-4.08774962190191,346.88745941184834,237.0,8618.0,250.0,0.8846456166342581,55.25534063915991,11793.0,10268.805555555557,9911.0,1882.0,-7.349462431968064,508.6670728781409,18724.0,16142.627777777778,3764.0,-13.520443017788612,981.7540967506344,16439.0,15258.972222222224,14827.0,1612.0,-7.547108449849275,480.8954686187539,17355.0,14475.072222222225,13700.0,3655.0,-16.35285965616223,1106.0277357718974,True,1
D-MAN,dark,Arabika Manglayang Jawa Barat,B02,5,-0.0649299875510561,3.8769080322792138,18529.0,17438.644444444446,17067.0,1462.0,-6.774990997664537,445.5609686503137,-0.035606037223371,2.3902086634846125,409.0,10606.0,9610.455555555556,9107.0,1499.0,-3.0499398129571897,295.1545248583907,228.0,8521.0,240.0,0.949006656584051,56.55259084008669,11624.0,10254.083333333334,9999.0,1625.0,-6.15127936047409,448.81355543465867,18481.0,16094.966666666667,3426.0,-12.445480827597558,898.4898808121256,16309.0,15220.25,14884.0,1425.0,-6.5940975544512686,430.8112637479051,17391.0,14491.705555555556,13635.0,3756.0,-17.120109674166898,1129.500916617315,False,0
D-MAN,dark,Arabika Manglayang Jawa Barat,B02,6,-0.0495190180766896,3.127990809653415,18454.0,17335.25,16923.0,1531.0,-7.314488101484613,466.39853812883575,-0.0331841517742317,2.2012072755409644,218.0,10648.0,9618.827777777778,9224.0,1424.0,-3.918074631933084,312.2624206269724,229.0,8445.0,245.0,1.0909966356986325,64.60414820457726,11647.0,10224.422222222222,9866.0,1781.0,-7.387822669423956,487.4665776316191,18301.0,15891.238888888887,3092.0,-13.876925213741163,929.9028564863922,16298.0,15159.011111111113,14719.0,1579.0,-7.740232723232197,473.1991441702439,17225.0,14195.222222222224,13340.0,3885.0,-17.982756669444534,1181.4484082696354,True,1
D-MAN,dark,Arabika Manglayang Jawa Barat,B02,7,-0.0372964186137432,2.704084548683859,18392.0,17285.772222222222,16883.0,1509.0,-7.181553957426669,457.4652025177295,-0.00909904626686,1.542648411551888,215.0,10468.0,9531.855555555556,9149.0,1319.0,-3.5927754971861257,283.8855328808061,207.0,8331.0,223.0,1.0174501270615348,61.23293413043524,11429.0,10096.455555555556,9757.0,1672.0,-6.975361379466444,457.62318086749866,18062.0,15799.31111111111,2896.0,-12.921534615265902,864.0691913693132,16131.0,15027.388888888889,14603.0,1528.0,-7.496040001234604,456.365657432365,17200.0,14205.572222222225,13380.0,3820.0,-17.588679691760035,1156.0473015711314,False,0
D-MAN,dark,Arabika Manglayang Jawa Barat,B02,8,-0.0279895470024794,2.095034180746898,18319.0,17226.216666666667,16811.0,1508.0,-7.1307622663250925,455.79489500525256,-0.0048180499398129,1.5436841949876756,112.0,10375.0,9457.538888888888,9186.0,1189.0,-3.550701153327777,278.19930486579005,200.0,8209.0,219.0,1.0583886333940344,63.69177603077233,11296.0,9994.011111111113,9649.0,1647.0,-7.008395320843236,452.4650668807061,17879.0,15693.572222222225,2851.0,-12.71231107956007,842.3768383399264,15992.0,14909.95,14481.0,1511.0,-7.4344177289422495,451.1553792841035,17080.0,14163.06111111111,13277.0,3803.0,-17.419762955646775,1138.099126589109,False,0
