source_file,label,cycle,n_collecting,n_purging,mean_adc_tgs822,max_adc_tgs822,sum_adc_tgs822,mean_adc_mq135,max_adc_mq135,sum_adc_mq135,mean_adc_mq9,max_adc_mq9,sum_adc_mq9,mean_adc_tgs2611,max_adc_tgs2611,sum_adc_tgs2611,mean_adc_tgs2620,max_adc_tgs2620,sum_adc_tgs2620,mean_adc_tgs2600,max_adc_tgs2600,sum_adc_tgs2600,mean_adc_tgs2602,max_adc_tgs2602,sum_adc_tgs2602,mean_adc_mq8,max_adc_mq8,sum_adc_mq8,mean_adc_tgs813,max_adc_tgs813,sum_adc_tgs813,mean_adc_tgs816,max_adc_tgs816,sum_adc_tgs816,ratio_to_mq135_adc_tgs822,ratio_to_mq135_adc_mq9,ratio_to_mq135_adc_tgs2611,ratio_to_mq135_adc_tgs2620,ratio_to_mq135_adc_tgs2600,ratio_to_mq135_adc_tgs2602,ratio_to_mq135_adc_mq8,ratio_to_mq135_adc_tgs813,ratio_to_mq135_adc_tgs816,ratio_to_tgs822_adc_mq135,ratio_to_tgs822_adc_mq9,ratio_to_tgs822_adc_tgs2611,ratio_to_tgs822_adc_tgs2620,ratio_to_tgs822_adc_tgs2600,ratio_to_tgs822_adc_tgs2602,ratio_to_tgs822_adc_mq8,ratio_to_tgs822_adc_tgs813,ratio_to_tgs822_adc_tgs816,onset_adc_tgs822_slope,onset_adc_tgs822_delta,onset_adc_tgs822_rise_drop,decay_adc_tgs822_slope,decay_adc_tgs822_delta,decay_adc_tgs822_rise_drop,onset_adc_mq135_slope,onset_adc_mq135_delta,onset_adc_mq135_rise_drop,decay_adc_mq135_slope,decay_adc_mq135_delta,decay_adc_mq135_rise_drop,onset_adc_mq9_slope,onset_adc_mq9_delta,onset_adc_mq9_rise_drop,decay_adc_mq9_slope,decay_adc_mq9_delta,decay_adc_mq9_rise_drop,onset_adc_tgs2611_slope,onset_adc_tgs2611_delta,onset_adc_tgs2611_rise_drop,decay_adc_tgs2611_slope,decay_adc_tgs2611_delta,decay_adc_tgs2611_rise_drop,onset_adc_tgs2620_slope,onset_adc_tgs2620_delta,onset_adc_tgs2620_rise_drop,decay_adc_tgs2620_slope,decay_adc_tgs2620_delta,decay_adc_tgs2620_rise_drop,onset_adc_tgs2600_slope,onset_adc_tgs2600_delta,onset_adc_tgs2600_rise_drop,decay_adc_tgs2600_slope,decay_adc_tgs2600_delta,decay_adc_tgs2600_rise_drop,onset_adc_tgs2602_slope,onset_adc_tgs2602_delta,onset_adc_tgs2602_rise_drop,decay_adc_tgs2602_slope,decay_adc_tgs2602_delta,decay_adc_tgs2602_rise_drop,onset_adc_mq8_slope,onset_adc_mq8_delta,onset_adc_mq8_rise_drop,decay_adc_mq8_slope,decay_adc_mq8_delta,decay_adc_mq8_rise_drop,onset_adc_tgs813_slope,onset_adc_tgs813_delta,onset_adc_tgs813_rise_drop,decay_adc_tgs813_slope,decay_adc_tgs813_delta,decay_adc_tgs813_rise_drop,onset_adc_tgs816_slope,onset_adc_tgs816_delta,onset_adc_tgs816_rise_drop,decay_adc_tgs816_slope,decay_adc_tgs816_delta,decay_adc_tgs816_rise_drop
F:\MBKM ADB ENOSE\smart-coffee-v2\scripts\..\data\dark_20260813_132219.csv,dark,1.0,180,60,17269.333333333332,17964.0,3108480.0,2983.516666666667,3001.0,537033.0,2964.6055555555554,2981.0,533629.0,9034.394444444444,9568.0,1626191.0,12506.177777777777,14148.0,2251112.0,2967.0555555555557,2981.0,534070.0,6688.833333333333,6795.0,1203990.0,18165.783333333333,18545.0,3269841.0,15899.988888888889,17202.0,2861998.0,14307.672222222222,15146.0,2575381.0,5.986004665111629,0.9933355548150616,3.1882705764745083,4.714428523825392,0.9933355548150616,2.2642452515828055,6.179606797734088,5.732089303565478,5.046984338553815,0.16705633489200625,0.16594299710532176,0.5326207971498552,0.7875751503006012,0.16594299710532176,0.3782565130260521,1.032342462703184,0.9575818303273214,0.8431307058561568,-11.329323308270679,-224.0,-59.0,-121.89473684210526,-2204.0,-16.0,0.03834586466165414,0.0,0.0,-0.43383458646616546,-5.0,1.0,-0.14887218045112782,-3.0,-3.0,-0.3157894736842105,-6.0,-6.0,17.841353383458646,339.0,77.0,3.244360902255639,63.0,13.0,-28.793984962406018,-545.0,-128.0,-6.557894736842106,-141.0,-14.0,-0.10751879699248121,-1.0,-1.0,0.007518796992481203,2.0,2.0,1.8962406015037596,37.0,6.0,-0.11729323308270678,-4.0,4.0,-6.3691729323308275,-125.0,-34.0,-27.071428571428573,-488.0,-7.0,-14.988721804511279,-283.0,-65.0,-52.89548872180451,-960.0,-43.0,-17.467669172932332,-337.0,-91.0,-30.086466165413533,-545.0,-4.0
F:\MBKM ADB ENOSE\smart-coffee-v2\scripts\..\data\dark_20260813_132219.csv,dark,2.0,181,61,16285.939226519336,17094.0,2947755.0,2957.342541436464,2962.0,535279.0,2939.8839779005525,2945.0,532119.0,9914.049723756905,10046.0,1794443.0,11377.939226519336,11643.0,2059407.0,2942.182320441989,2950.0,532535.0,6936.828729281768,7136.0,1255566.0,17636.696132596684,17770.0,3192242.0,13556.729281767955,14394.0,2453768.0,13792.314917127072,13901.0,2496409.0,5.771100607697502,0.9942606347062796,3.391627278865631,3.9307900067521944,0.9959486833220796,2.4091829844699526,5.99932478055368,4.859554355165429,4.693112761647535,0.1732771732771733,0.17228267228267227,0.5876915876915877,0.6811161811161811,0.17257517257517258,0.4174564174564175,1.0395460395460396,0.842049842049842,0.8132093132093132,381.73007518797,5427.0,-38.0,-161.14736842105265,-2843.0,-485.0,0.5533834586466166,10.0,3.0,-0.07969924812030076,0.0,2.0,0.06015037593984962,0.0,1.0,-0.008270676691729324,1.0,4.0,2.601503759398496,45.0,11.0,1.4082706766917295,27.0,6.0,35.9,458.0,-16.0,-13.543609022556392,-220.0,1.0,-0.12030075187969924,-4.0,-2.0,-0.11203007518796992,0.0,1.0,15.7,185.0,14.0,-1.706015037593985,-19.0,13.0,82.93609022556392,1175.0,-42.0,-37.05864661654135,-646.0,-95.0,170.03984962406017,2254.0,-100.0,-77.39022556390978,-1340.0,-191.0,96.74736842105264,1385.0,10.0,-40.51804511278196,-703.0,-105.0
F:\MBKM ADB ENOSE\smart-coffee-v2\scripts\..\data\dark_20260813_132219.csv,dark,3.0,180,61,14736.322222222223,15569.0,2652538.0,2940.4944444444445,2947.0,529289.0,2926.1055555555554,2934.0,526699.0,10076.444444444445,12220.0,1813760.0,11133.255555555555,11665.0,2003986.0,2929.0,2936.0,527220.0,6819.977777777778,7087.0,1227596.0,16859.883333333335,17130.0,3034779.0,12520.16111111111,13567.0,2253629.0,13444.83888888889,13953.0,2420071.0,5.282999660671869,0.995588734306074,4.146589752290465,3.9582626399728538,0.996267390566678,2.4048184594502886,5.812690872073295,4.603664743807261,4.734645402103834,0.1892864024664397,0.18845140985291284,0.7848930567152675,0.7492452951377738,0.1885798702549939,0.45519943477423086,1.1002633438242662,0.8714111375168604,0.8962039951185047,408.5729323308271,11296.0,6438.0,-147.63684210526316,-2430.0,-8.0,0.41353383458646614,12.0,4.0,-0.09924812030075189,-3.0,-3.0,-0.12706766917293236,-4.0,-4.0,-0.0443609022556391,1.0,2.0,118.33082706766918,7670.0,9764.0,0.7947368421052632,15.0,2.0,333.15413533834584,10070.0,8653.0,-15.62406015037594,-258.0,-8.0,0.5518796992481203,9.0,1.0,-0.1924812030075188,-2.0,2.0,318.4248120300752,6360.0,3041.0,-5.1037593984962415,-78.0,-3.0,159.20827067669174,4538.0,3059.0,-31.647368421052633,-522.0,-7.0,507.72481203007527,10920.0,5642.0,-70.22781954887219,-1159.0,-14.0,194.74962406015035,5522.0,4056.0,-36.32932330827068,-594.0,-9.0
F:\MBKM ADB ENOSE\smart-coffee-v2\scripts\..\data\dark_20260813_132219.csv,dark,4.0,180,61,14518.105555555556,14941.0,2613259.0,2930.711111111111,2936.0,527528.0,2916.4944444444445,2921.0,524969.0,10308.744444444445,10336.0,1855574.0,10878.08888888889,11052.0,1958056.0,2917.088888888889,2924.0,525076.0,6931.094444444445,7090.0,1247597.0,16550.12222222222,16620.0,2979022.0,12122.877777777778,12357.0,2182118.0,12959.694444444445,13037.0,2332745.0,5.088896457765667,0.9948910081743869,3.5204359673024523,3.7643051771117166,0.9959128065395095,2.414850136239782,5.660762942779291,4.208787465940055,4.4403950953678475,0.19650625794792853,0.19550230908239075,0.6917876982799009,0.7397095241282378,0.1957030988554983,0.4745331637775249,1.1123753430158625,0.8270530754300247,0.8725654240010708,223.5300751879699,3951.0,1312.0,-146.04135338345864,-2504.0,-378.0,0.2774436090225564,4.0,-1.0,-0.22180451127819548,-8.0,-5.0,-0.03007518796992481,-4.0,-4.0,0.10150375939849623,3.0,0.0,0.8142857142857144,15.0,4.0,0.40075187969924814,7.0,1.0,24.609774436090227,401.0,112.0,-10.101503759398497,-181.0,-15.0,0.015037593984962405,-2.0,1.0,-0.10827067669172932,-3.0,-3.0,5.1037593984962415,119.0,93.0,-1.1187969924812031,-21.0,6.0,50.537593984962406,805.0,130.0,-31.886466165413538,-539.0,-53.0,132.56766917293234,2083.0,353.0,-61.04661654135339,-1057.0,-125.0,49.371428571428574,877.0,264.0,-31.169172932330827,-520.0,-37.0
F:\MBKM ADB ENOSE\smart-coffee-v2\scripts\..\data\dark_20260813_132219.csv,dark,5.0,180,61,14555.58888888889,14959.0,2620006.0,2926.3888888888887,2930.0,526750.0,2911.3,2916.0,524034.0,10364.261111111111,10370.0,1865567.0,10749.022222222222,10915.0,1934824.0,2912.061111111111,2917.0,524171.0,6886.7,7050.0,1239606.0,16435.82222222222,16509.0,2958448.0,12151.35,12402.0,2187243.0,12839.216666666667,12905.0,2311059.0,5.105460750853243,0.995221843003413,3.539249146757679,3.7252559726962455,0.9955631399317406,2.4061433447098977,5.634470989761092,4.232764505119454,4.40443686006826,0.19586870780132362,0.19493281636473025,0.6932281569623638,0.7296610736011766,0.19499966575305835,0.47128818771308245,1.1036165519085501,0.8290661140450565,0.8626913563740892,256.8398496240602,4071.0,790.0,-141.28496240601504,-2323.0,-90.0,0.3939849624060151,8.0,1.0,-0.12631578947368421,-3.0,0.0,0.007518796992481203,0.0,3.0,0.007518796992481203,0.0,0.0,0.002255639097744361,0.0,1.0,0.035338345864661655,1.0,0.0,24.484210526315792,360.0,46.0,-15.545864661654134,-256.0,-7.0,-0.03383458646616541,0.0,-2.0,-0.09323308270676692,-3.0,-4.0,2.6413533834586467,42.0,38.0,-4.821804511278196,-78.0,-7.0,59.84887218045113,882.0,39.0,-34.63082706766918,-570.0,-14.0,138.68345864661654,2053.0,163.0,-67.87443609022557,-1118.0,-27.0,55.29022556390978,863.0,142.0,-35.33984962406015,-584.0,-33.0
F:\MBKM ADB ENOSE\smart-coffee-v2\scripts\..\data\dark_20260813_132219.csv,dark,6.0,180,61,15126.91111111111,16072.0,2722844.0,2923.65,2928.0,526257.0,2907.677777777778,2912.0,523382.0,10371.372222222222,10378.0,1866847.0,10833.238888888889,10899.0,1949983.0,2909.3055555555557,2914.0,523675.0,6925.733333333334,6989.0,1246632.0,16756.7,16957.0,3016206.0,12759.222222222223,13189.0,2296660.0,13106.68888888889,13255.0,2359204.0,5.4890710382513666,0.994535519125683,3.544398907103825,3.7223360655737703,0.9952185792349727,2.386953551912568,5.791325136612022,4.504439890710382,4.52698087431694,0.18218018914883027,0.18118466898954705,0.6457192633150821,0.6781358885017421,0.18130910900945743,0.4348556495769039,1.0550647088103533,0.8206197112991538,0.8247262319561971,342.0601503759398,5052.0,393.0,-118.49624060150376,-1950.0,-31.0,0.5661654135338345,5.0,-4.0,-0.19774436090225564,-3.0,-2.0,0.0,0.0,-1.0,-0.045864661654135344,-1.0,0.0,0.23533834586466165,3.0,1.0,0.17443609022556394,3.0,-1.0,41.32255639097745,603.0,53.0,-7.700751879699249,-130.0,-1.0,0.03609022556390978,-1.0,-6.0,-0.0037593984962406013,2.0,2.0,10.12857142857143,152.0,61.0,0.8909774436090225,14.0,4.0,102.0233082706767,1476.0,35.0,-26.68796992481203,-449.0,-11.0,211.28571428571428,3039.0,83.0,-50.095488721804514,-838.0,-17.0,91.6218045112782,1365.0,112.0,-23.172932330827066,-386.0,-4.0
F:\MBKM ADB ENOSE\smart-coffee-v2\scripts\..\data\dark_20260813_132219.csv,dark,7.0,180,61,13368.205555555556,13518.0,2406277.0,2917.661111111111,2921.0,525179.0,2903.661111111111,2908.0,522659.0,10398.372222222222,10408.0,1871707.0,10830.405555555555,10900.0,1949473.0,2903.788888888889,2907.0,522682.0,7073.444444444444,7118.0,1273220.0,15969.472222222223,16016.0,2874505.0,11848.672222222222,12007.0,2132761.0,12723.144444444444,12828.0,2290166.0,4.627867168777816,0.9955494693598083,3.563163300239644,3.731598767545361,0.9952071208490243,2.436836699760356,5.483053748716193,4.110578568983225,4.3916466963368705,0.2160822606894511,0.21512057996745082,0.7699363811214677,0.8063322976771712,0.21504660452729693,0.5265571830152389,1.1847906495043645,0.8882231099275041,0.9489569462938304,146.56917293233084,2245.0,294.0,-118.19624060150376,-2035.0,-379.0,0.3308270676691729,4.0,-3.0,-0.32706766917293234,-7.0,-4.0,0.015037593984962405,-2.0,-2.0,-0.04887218045112782,-2.0,0.0,0.31503759398496245,5.0,1.0,0.19022556390977444,3.0,0.0,12.687218045112783,194.0,34.0,-5.474436090225564,-81.0,-14.0,-0.031578947368421054,0.0,1.0,0.010526315789473686,0.0,-2.0,0.9646616541353384,27.0,33.0,3.8421052631578947,77.0,7.0,23.982706766917296,353.0,17.0,-21.834586466165412,-367.0,-52.0,66.49924812030075,984.0,63.0,-46.6187969924812,-778.0,-108.0,23.963157894736845,378.0,55.0,-15.738345864661657,-276.0,-40.0
F:\MBKM ADB ENOSE\smart-coffee-v2\scripts\..\data\dark_20260813_132219.csv,dark,8.0,181,61,13539.563535911602,13874.0,2450661.0,2912.1270718232045,2917.0,527095.0,2898.8342541436464,2904.0,524689.0,10418.917127071823,10426.0,1885824.0,10964.596685082874,11006.0,1984592.0,2897.8784530386743,2903.0,524516.0,7177.397790055249,7227.0,1299109.0,15918.337016574586,16040.0,2881219.0,12167.834254143647,12350.0,2202378.0,12895.762430939227,13003.0,2334133.0,4.756256427836819,0.9955433664724032,3.5742200891326705,3.773054508056222,0.9952005485087418,2.4775454233801852,5.498800137127185,4.233801851217004,4.4576619814878296,0.21024938734323195,0.2093123828744414,0.7514775839700158,0.7932823987314401,0.20924030560761137,0.5209024073807121,1.1561193599538706,0.8901542453510163,0.9372207005910336,173.36691729323312,3282.0,1439.0,-108.35263157894738,-1770.0,-4.0,0.17142857142857143,2.0,1.0,-0.2571428571428572,-9.0,-4.0,-0.09774436090225563,2.0,-2.0,0.01729323308270677,2.0,6.0,0.027819548872180452,0.0,2.0,0.16090225563909777,3.0,0.0,15.993984962406017,289.0,124.0,-7.815037593984963,-132.0,-1.0,-0.05864661654135339,-3.0,0.0,-0.031578947368421054,-1.0,-2.0,0.12556390977443607,35.0,70.0,-0.13082706766917296,-5.0,0.0,41.385714285714286,703.0,181.0,-21.250375939849626,-357.0,-1.0,96.88721804511279,1627.0,437.0,-44.96691729323309,-754.0,-7.0,34.1390977443609,631.0,231.0,-18.459398496240603,-311.0,-2.0
F:\MBKM ADB ENOSE\smart-coffee-v2\scripts\..\data\dark_20260813_132219.csv,dark,9.0,180,61,14643.738888888889,15844.0,2635873.0,2909.1666666666665,2913.0,523650.0,2893.766666666667,2898.0,520878.0,10419.627777777778,10437.0,1875533.0,11018.055555555555,11237.0,1983250.0,2892.4333333333334,2896.0,520638.0,7145.472222222223,7376.0,1286185.0,16405.094444444443,16533.0,2952917.0,12857.933333333332,13607.0,2314428.0,13204.494444444445,13400.0,2376809.0,5.4390662547202195,0.9948506694129763,3.582904222451081,3.8575351870923447,0.9941640920013731,2.5320974939924477,5.675592173017508,4.671129419842087,4.6000686577411605,0.18385508709921736,0.18290835647563747,0.6587351678868972,0.7092274678111588,0.1827821257258268,0.4655390053016915,1.0434864933097703,0.8588109063367836,0.845746023731381,374.9398496240602,5054.0,-37.0,-24.531578947368423,-696.0,-7.0,0.5142857142857143,6.0,1.0,-0.002255639097744361,0.0,4.0,-0.07969924812030076,-1.0,2.0,-0.039097744360902256,-3.0,-3.0,-0.0661654135338346,-5.0,-2.0,-0.1774436090225564,-3.0,0.0,40.84436090225564,509.0,-23.0,-1.881203007518797,-54.0,-3.0,-0.027819548872180452,4.0,5.0,0.03233082706766917,-1.0,-1.0,7.506766917293234,61.0,-14.0,-0.15413533834586465,-7.0,-1.0,109.78195488721805,1462.0,-38.0,-5.134586466165414,-160.0,-1.0,215.75488721804513,2823.0,-61.0,-10.759398496240602,-297.0,-1.0,88.61278195488721,1185.0,-32.0,-5.296992481203008,-165.0,-6.0
F:\MBKM ADB ENOSE\smart-coffee-v2\scripts\..\data\dark_20260813_132219.csv,dark,10.0,180,61,12938.005555555555,13417.0,2328841.0,2906.311111111111,2910.0,523136.0,2893.711111111111,2897.0,520868.0,10383.283333333333,10408.0,1868991.0,10601.038888888888,10809.0,1908187.0,2892.6,2896.0,520668.0,7002.688888888889,7168.0,1260484.0,15578.794444444444,15786.0,2804183.0,11443.361111111111,11882.0,2059805.0,12391.783333333333,12627.0,2230521.0,4.610652920962199,0.99553264604811,3.5766323024054985,3.7144329896907218,0.9951890034364261,2.4632302405498283,5.424742268041237,4.083161512027491,4.3391752577319584,0.2168890213907729,0.21592010136394127,0.7757322799433555,0.8056197361556234,0.21584556905418498,0.5342475963330103,1.1765670418126257,0.8855929045241112,0.9411194752925394,119.44360902255639,1854.0,425.0,-89.51654135338346,-1469.0,-4.0,0.28270676691729324,3.0,-2.0,-0.23082706766917296,-4.0,-2.0,-0.07518796992481203,-1.0,1.0,-0.049624060150375945,1.0,1.0,-0.0849624060150376,-1.0,1.0,-0.21804511278195488,-4.0,-1.0,10.001503759398497,143.0,41.0,-8.635338345864662,-147.0,-4.0,-0.014285714285714287,0.0,1.0,0.013533834586466165,2.0,3.0,-1.2518796992481203,-9.0,42.0,-2.3669172932330826,-40.0,-2.0,20.56766917293233,278.0,20.0,-19.827067669172934,-335.0,-5.0,57.11428571428572,799.0,78.0,-37.3609022556391,-634.0,-7.0,16.95639097744361,261.0,83.0,-17.506766917293234,-296.0,-6.0
F:\MBKM ADB ENOSE\smart-coffee-v2\scripts\..\data\dark_20260813_165451.csv,dark,1.0,180,60,15715.16111111111,16146.0,2828729.0,2907.438888888889,2912.0,523339.0,2891.8611111111113,2895.0,520535.0,7424.216666666666,7480.0,1336359.0,10715.483333333334,10877.0,1928787.0,2891.472222222222,2894.0,520465.0,7219.611111111111,7365.0,1299530.0,17271.411111111112,17439.0,3108854.0,13053.477777777778,13444.0,2349626.0,14053.3,14308.0,2529594.0,5.544642857142857,0.9941620879120879,2.568681318681319,3.7352335164835164,0.9938186813186813,2.5291895604395602,5.988667582417582,4.616758241758242,4.913461538461538,0.18035426731078905,0.17930137495354886,0.4632726371856807,0.6736653041000867,0.17923944010900533,0.45615013006317356,1.0800817539947976,0.8326520500433544,0.8861637557289731,-0.7451127819548873,-17.0,-7.0,-171.76917293233086,-2854.0,-210.0,0.14962406015037596,-1.0,1.0,-0.1699248120300752,0.0,2.0,0.09699248120300752,1.0,1.0,-0.07819548872180451,-2.0,-2.0,-0.5172932330827067,-11.0,-3.0,-0.06842105263157894,-2.0,-1.0,-0.5075187969924813,-19.0,-7.0,-26.298496240601505,-419.0,2.0,0.010526315789473686,2.0,-1.0,0.02631578947368421,-1.0,0.0,-0.449624060150376,-15.0,-4.0,-11.800751879699249,-207.0,-47.0,-1.130075187969925,-25.0,-7.0,-51.891729323308276,-846.0,-66.0,-0.3962406015037594,-18.0,-9.0,-93.98496240601504,-1495.0,1.0,-1.0639097744360901,-29.0,-9.0,-46.946616541353386,-787.0,-98.0
F:\MBKM ADB ENOSE\smart-coffee-v2\scripts\..\data\dark_20260813_165451.csv,dark,2.0,181,61,16757.088397790056,17042.0,3033033.0,2910.209944751381,2915.0,526748.0,2892.839779005525,2895.0,523604.0,7353.03314917127,7378.0,1330899.0,11342.78453038674,11495.0,2053044.0,2892.7734806629833,2897.0,523592.0,7520.403314917127,7578.0,1361193.0,17891.24309392265,18075.0,3238315.0,14595.546961325967,14973.0,2641794.0,14878.430939226519,15074.0,2692996.0,5.84631217838765,0.9931389365351629,2.5310463121783875,3.943396226415094,0.9938250428816466,2.5996569468267583,6.200686106346484,5.136535162950257,5.171183533447684,0.17104799906114307,0.16987442788405116,0.43293040722919846,0.6745100340335641,0.16999178500176035,0.4446661190001174,1.0606149512967962,0.8785940617298439,0.884520596174158,323.772932330827,4852.0,118.0,-142.5406015037594,-2437.0,-221.0,0.44586466165413535,6.0,0.0,-0.33458646616541354,-7.0,-1.0,-0.02030075187969925,-1.0,1.0,-0.02631578947368421,-1.0,-4.0,-0.2729323308270677,-5.0,0.0,0.4503759398496241,7.0,0.0,54.78045112781955,814.0,-8.0,-24.463909774436093,-413.0,-8.0,-0.027819548872180452,-1.0,-2.0,-0.11203007518796992,-2.0,-2.0,20.835338345864663,297.0,1.0,-8.503007518796993,-149.0,-23.0,107.80902255639099,1592.0,-33.0,-46.56015037593985,-790.0,-71.0,209.49849624060153,3107.0,-36.0,-82.47819548872181,-1398.0,-81.0,94.75263157894737,1438.0,27.0,-44.69849624060151,-762.0,-79.0
F:\MBKM ADB ENOSE\smart-coffee-v2\scripts\..\data\dark_20260813_165451.csv,dark,3.0,181,61,16938.955801104974,17362.0,3065951.0,2907.2872928176794,2912.0,526219.0,2888.767955801105,2894.0,522867.0,7373.436464088398,7381.0,1334592.0,11652.425414364641,11768.0,2109089.0,2892.0441988950274,2896.0,523460.0,7695.729281767955,7847.0,1392927.0,18105.17127071823,18262.0,3277036.0,15065.508287292818,15363.0,2726857.0,15221.093922651933,15391.0,2755018.0,5.962225274725275,0.9938186813186813,2.534684065934066,4.041208791208791,0.9945054945054945,2.6947115384615383,6.271291208791209,5.2757554945054945,5.2853708791208796,0.16772261260223476,0.166685865683677,0.4251238336597166,0.6778020965326575,0.16680105978573898,0.45196405944015666,1.0518373459278885,0.8848634949890566,0.8864762124179242,345.909022556391,4821.0,-78.0,-133.6248120300752,-2261.0,-75.0,0.449624060150376,9.0,3.0,-0.23458646616541357,-4.0,2.0,-0.03458646616541354,1.0,1.0,0.007518796992481203,2.0,-2.0,0.47443609022556393,7.0,3.0,0.6879699248120301,11.0,-1.0,60.181203007518796,873.0,-3.0,-23.638345864661655,-413.0,-7.0,0.3105263157894737,6.0,1.0,0.030827067669172935,-1.0,-1.0,28.115037593984965,349.0,9.0,-9.462406015037594,-166.0,-11.0,112.9172932330827,1614.0,-43.0,-44.70902255639098,-750.0,-23.0,207.0766917293233,3008.0,-58.0,-78.5406015037594,-1335.0,-28.0,104.39924812030075,1493.0,-26.0,-44.34887218045113,-754.0,-42.0
F:\MBKM ADB ENOSE\smart-coffee-v2\scripts\..\data\dark_20260813_165451.csv,dark,4.0,180,61,15853.483333333334,17223.0,2853627.0,2899.911111111111,2908.0,521984.0,2884.0777777777776,2890.0,519134.0,7432.027777777777,7441.0,1337765.0,11305.705555555556,11671.0,2035027.0,2890.2444444444445,2894.0,520244.0,7592.133333333333,7877.0,1366584.0,17467.844444444443,18047.0,3144212.0,13953.638888888889,15081.0,2511655.0,14619.155555555555,15171.0,2631448.0,5.922627235213205,0.9938101788170564,2.558803301237964,4.013411279229711,0.9951856946354883,2.7087345254470425,6.205983493810179,5.186038514442916,5.216987620357634,0.16884398769087847,0.1677988735992568,0.43203855309760203,0.6776403646286941,0.16803112117517274,0.457353538872438,1.0478430006386807,0.8756314230970215,0.8808569935551298,204.509022556391,3816.0,2170.0,-134.2390977443609,-2309.0,-323.0,0.39699248120300756,4.0,-2.0,-0.21203007518796996,-3.0,3.0,-0.10075187969924812,-1.0,1.0,-0.059398496240601506,-4.0,-2.0,0.18796992481203006,6.0,4.0,0.08195488721804511,1.0,0.0,45.219548872180454,726.0,239.0,-20.990225563909778,-360.0,-43.0,-0.06390977443609022,4.0,2.0,0.02706766917293233,-2.0,-2.0,9.125563909774437,227.0,240.0,-7.48421052631579,-134.0,-38.0,73.08345864661655,1172.0,398.0,-38.47744360902256,-666.0,-100.0,154.37067669172936,2418.0,701.0,-75.40075187969926,-1292.0,-148.0,63.220300751879705,1107.0,530.0,-35.03533834586466,-616.0,-111.0
F:\MBKM ADB ENOSE\smart-coffee-v2\scripts\..\data\dark_20260813_165451.csv,dark,5.0,180,61,18079.983333333334,18664.0,3254397.0,2903.738888888889,2910.0,522673.0,2883.511111111111,2888.0,519032.0,7385.616666666667,7443.0,1329411.0,12151.5,12399.0,2187270.0,2892.016666666667,2895.0,520563.0,7830.827777777778,8143.0,1409549.0,18905.172222222223,19198.0,3402931.0,16256.655555555555,16816.0,2926198.0,15933.41111111111,16339.0,2868014.0,6.413745704467354,0.9924398625429554,2.5577319587628864,4.260824742268041,0.9948453608247423,2.7982817869415806,6.597250859106529,5.778694158075601,5.614776632302405,0.15591513073296184,0.15473639091298758,0.3987891127303901,0.6643270467209601,0.1551114444920703,0.43629447063866267,1.0286112301757393,0.9009858551221603,0.8754286326618088,433.6578947368421,6535.0,419.0,-119.79624060150377,-2143.0,-328.0,0.6661654135338346,7.0,0.0,-0.17218045112781957,0.0,-2.0,-0.10601503759398498,-4.0,-5.0,0.0736842105263158,2.0,0.0,0.039097744360902256,-2.0,1.0,-0.181203007518797,-3.0,-1.0,112.64060150375943,1729.0,80.0,-40.20902255639098,-694.0,-68.0,0.4105263157894737,7.0,0.0,-0.16466165413533837,-3.0,2.0,52.69097744360903,770.0,99.0,-17.215037593984963,-322.0,-96.0,204.0669172932331,3015.0,76.0,-49.811278195488725,-891.0,-155.0,360.9526315789474,5325.0,112.0,-94.08947368421053,-1655.0,-216.0,188.16090225563912,2869.0,149.0,-59.73157894736842,-1078.0,-211.0
F:\MBKM ADB ENOSE\smart-coffee-v2\scripts\..\data\dark_20260813_165451.csv,dark,6.0,180,61,14863.888888888889,15676.0,2675500.0,2902.95,2909.0,522531.0,2887.6277777777777,2895.0,519773.0,7300.894444444444,7329.0,1314161.0,10739.461111111112,11015.0,1933103.0,2891.15,2894.0,520407.0,7272.116666666667,7454.0,1308981.0,17001.183333333334,17431.0,3060213.0,12641.83888888889,13499.0,2275531.0,13792.41111111111,14173.0,2482634.0,5.388793399793744,0.9951873496046751,2.519422481952561,3.7865245788930904,0.994843588862152,2.5623925747679617,5.992093502921966,4.6404262633207285,4.872121003781368,0.18557029854554732,0.18467721357489156,0.4675299821383006,0.7026664965552437,0.1846134217912733,0.47550395509058435,1.1119545802500639,0.8611252870630263,0.9041209492217402,134.93082706766916,1766.0,-107.0,-101.75563909774436,-1682.0,-87.0,0.26015037593984963,3.0,0.0,-0.11729323308270678,0.0,2.0,-0.01804511278195489,4.0,4.0,-0.20451127819548875,0.0,1.0,0.16691729323308274,0.0,0.0,-0.28270676691729324,-7.0,-2.0,21.606766917293236,273.0,-38.0,-14.31203007518797,-249.0,-4.0,0.014285714285714287,0.0,0.0,0.015037593984962405,2.0,0.0,12.96466165413534,140.0,-19.0,-5.613533834586466,-106.0,-6.0,28.335338345864663,327.0,-69.0,-28.182706766917295,-477.0,-20.0,62.548120300751876,798.0,-122.0,-53.72781954887218,-905.0,-21.0,33.178195488721805,381.0,-68.0,-24.413533834586467,-424.0,-29.0
