timestamp,sample_id,roast_level,origin,batch_id,run_id,phase,sample_idx,adc_tgs822,adc_mq135,adc_mq9,adc_tgs2611,adc_tgs2620,adc_tgs2600,adc_tgs2602,adc_mq8,adc_tgs813,adc_tgs816,temperature,humidity
2169,L-GAW,light,Arabika Gayo Wine,B10,1,purging,1,10312,2816,2808,7872,9672,2788,9207,13283,14080,14114,,
3169,L-GAW,light,Arabika Gayo Wine,B10,1,purging,2,10311,2816,2808,7872,9674,2788,9209,13283,14082,14115,,
4169,L-GAW,light,Arabika Gayo Wine,B10,1,purging,3,10311,2818,2809,7872,9676,2788,9211,13283,14084,14116,,
5169,L-GAW,light,Arabika Gayo Wine,B10,1,purging,4,10309,2817,2809,7872,9677,2788,9211,13282,14085,14117,,
6169,L-GAW,light,Arabika Gayo Wine,B10,1,purging,5,10309,2817,2808,7872,9679,2788,9210,13281,14086,14116,,
7170,L-GAW,light,Arabika Gayo Wine,B10,1,purging,6,10309,2818,2810,7873,9680,2788,9211,13280,14088,14118,,
8169,L-GAW,light,Arabika Gayo Wine,B10,1,purging,7,10308,2818,2806,7872,9681,2788,9213,13281,14090,14120,,
9169,L-GAW,light,Arabika Gayo Wine,B10,1,purging,8,10307,2818,2809,7873,9683,2788,9214,13281,14091,14122,,
10169,L-GAW,light,Arabika Gayo Wine,B10,1,purging,9,10305,2818,2808,7873,9685,2788,9217,13282,14093,14125,,
11169,L-GAW,light,Arabika Gayo Wine,B10,1,purging,10,10304,2818,2808,7874,9688,2788,9219,13282,14096,14127,,
12169,L-GAW,light,Arabika Gayo Wine,B10,1,purging,11,10303,2818,2806,7873,9691,2790,9222,13282,14099,14128,,
13169,L-GAW,light,Arabika Gayo Wine,B10,1,purging,12,10302,2816,2809,7874,9694,2790,9222,13282,14101,14129,,
14170,L-GAW,light,Arabika Gayo Wine,B10,1,purging,13,10301,2818,2809,7874,9696,2788,9224,13281,14103,14130,,
15169,L-GAW,light,Arabika Gayo Wine,B10,1,purging,14,10300,2818,2808,7874,9697,2787,9224,13281,14104,14132,,
16169,L-GAW,light,Arabika Gayo Wine,B10,1,purging,15,10300,2816,2808,7874,9698,2788,9225,13282,14106,14134,,
17169,L-GAW,light,Arabika Gayo Wine,B10,1,purging,16,10299,2816,2807,7875,9699,2790,9227,13281,14108,14135,,
18169,L-GAW,light,Arabika Gayo Wine,B10,1,purging,17,10297,2819,2808,7875,9700,2788,9228,13281,14109,14136,,
19169,L-GAW,light,Arabika Gayo Wine,B10,1,purging,18,10295,2815,2808,7875,9702,2790,9229,13280,14110,14136,,
20169,L-GAW,light,Arabika Gayo Wine,B10,1,purging,19,10294,2818,2807,7875,9703,2790,9230,13279,14111,14138,,
21169,L-GAW,light,Arabika Gayo Wine,B10,1,purging,20,10293,2818,2806,7875,9704,2790,9230,13280,14113,14140,,
22169,L-GAW,light,Arabika Gayo Wine,B10,1,purging,21,10291,2818,2809,7875,9706,2788,9232,13280,14114,14141,,
23170,L-GAW,light,Arabika Gayo Wine,B10,1,purging,22,10290,2818,2809,7875,9707,2787,9233,13280,14115,14143,,
24169,L-GAW,light,Arabika Gayo Wine,B10,1,purging,23,10288,2818,2813,7875,9707,2788,9234,13280,14115,14144,,
25169,L-GAW,light,Arabika Gayo Wine,B10,1,purging,24,10287,2818,2808,7875,9710,2788,9235,13279,14117,14146,,
26169,L-GAW,light,Arabika Gayo Wine,B10,1,purging,25,10286,2816,2807,7877,9711,2788,9237,13280,14118,14147,,
27169,L-GAW,light,Arabika Gayo Wine,B10,1,purging,26,10286,2817,2805,7877,9713,2788,9239,13280,14119,14149,,
28169,L-GAW,light,Arabika Gayo Wine,B10,1,purging,27,10285,2818,2807,7877,9716,2788,9240,13281,14121,14151,,
29169,L-GAW,light,Arabika Gayo Wine,B10,1,purging,28,10285,2818,2807,7877,9717,2788,9242,13281,14122,14153,,
30170,L-GAW,light,Arabika Gayo Wine,B10,1,purging,29,10284,2818,2806,7877,9721,2790,9245,13282,14124,14155,,
31169,L-GAW,light,Arabika Gayo Wine,B10,1,purging,30,10284,2818,2806,7878,9724,2788,9248,13283,14127,14157,,
32169,L-GAW,light,Arabika Gayo Wine,B10,1,purging,31,10285,2818,2810,7878,9726,2788,9251,13284,14129,14159,,
33169,L-GAW,light,Arabika Gayo Wine,B10,1,purging,32,10285,2818,2808,7878,9730,2788,9251,13284,14131,14163,,
34169,L-GAW,light,Arabika Gayo Wine,B10,1,purging,33,10284,2819,2808,7879,9733,2788,9255,13286,14135,14167,,
35169,L-GAW,light,Arabika Gayo Wine,B10,1,purging,34,10283,2816,2808,7879,9738,2787,9260,13288,14138,14171,,
36169,L-GAW,light,Arabika Gayo Wine,B10,1,purging,35,10280,2818,2805,7879,9743,2788,9265,13290,14142,14173,,
37169,L-GAW,light,Arabika Gayo Wine,B10,1,purging,36,10279,2818,2806,7880,9748,2788,9268,13290,14145,14174,,
