	33.264725	77.538208	22.886425	24.715258	20.145749	50.906828	49.412471	40.555132
	33.343084	77.538208	22.969270	24.715258	20.112312	51.075153	49.571883	40.666540
	33.108972	76.095568	23.052615	24.809469	19.946470	50.407896	49.893542	40.555132
	33.264725	77.538208	22.969270	24.715258	20.112312	50.906828	49.412471	40.444270
	33.264725	76.451462	22.969270	24.715258	20.012540	50.739517	49.571883	40.666540
	33.421767	77.906953	22.804074	24.762288	20.078965	50.407896	49.571883	40.666540
	33.264725	76.810505	22.969270	24.809469	20.012540	49.756416	49.893542	40.778497
	33.580114	77.172739	23.094476	24.762288	20.212893	51.075153	49.571883	40.444270
	33.580114	77.538208	23.305688	25.192429	20.382353	51.414878	50.383243	40.891009
	33.264725	76.810505	22.927786	24.856802	20.012540	49.917838	50.219036	40.778497
	33.659782	77.538208	22.927786	24.856802	20.212893	50.573209	50.055805	40.666540
	33.108972	76.451462	22.927786	24.762288	20.045708	50.573209	49.732237	40.224168
	33.421767	77.538208	22.845188	24.809469	20.112312	50.407896	49.412471	40.555132
	33.186688	76.451462	22.927786	24.856802	20.012540	49.917838	50.055805	40.778497
	33.264725	76.451462	22.927786	24.856802	20.045708	50.080219	49.732237	40.778497
	33.186688	76.451462	22.886425	24.762288	20.012540	50.906828	49.732237	40.333950
	33.500777	76.451462	22.927786	24.762288	20.045708	50.080219	49.893542	40.778497
	33.264725	77.538208	22.804074	24.575063	20.112312	50.243569	49.096439	40.666540
	33.739782	76.451462	23.433964	25.192429	20.348277	51.075153	50.714620	41.117710
	33.186688	77.172739	22.804074	24.575063	20.112312	50.573209	49.253992	40.224168
	33.421767	77.906953	22.927786	24.715258	20.212893	50.739517	49.412471	40.666540
	33.264725	77.538208	22.804074	24.621646	20.112312	50.407896	49.412471	40.444270
	33.108972	75.742782	22.969270	24.668377	19.946470	50.080219	49.732237	40.444270
	33.264725	76.810505	22.845188	24.621646	20.012540	50.739517	49.253992	40.333950
	33.500777	76.095568	22.763083	24.715258	20.045708	50.243569	49.412471	40.555132
	33.343084	77.172739	22.804074	24.621646	20.078965	50.243569	49.096439	40.444270
	33.343084	76.095568	22.886425	24.809469	20.045708	49.917838	50.055805	40.778497
	33.500777	77.172739	22.763083	24.668377	20.112312	50.243569	49.732237	40.666540
	33.186688	75.742782	22.927786	24.668377	20.012540	50.080219	49.732237	40.224168
	33.343084	75.742782	23.136463	24.856802	20.078965	50.080219	49.893542	40.555132
	33.108972	76.095568	22.886425	24.621646	19.946470	50.080219	49.571883	40.444270
	33.421767	76.095568	23.178577	24.904287	20.179276	50.573209	49.893542	40.778497
	33.264725	75.742782	22.927786	24.621646	19.946470	49.756416	48.475323	40.666540
	33.580114	76.095568	23.136463	24.072251	20.145749	48.498598	44.108030	40.006202
	33.343084	77.172739	22.969270	22.222621	19.750362	44.783961	37.510085	38.235502
	33.108972	75.393063	22.845188	20.423987	18.373427	40.311299	33.406509	35.783186
	33.343084	73.027660	22.804074	18.671410	16.369493	36.765945	30.360600	33.516452
	33.500777	72.377277	22.845188	17.303926	14.325745	34.641098	28.347972	31.138198
	33.186688	68.112494	22.681466	15.971028	12.044872	32.421818	26.983880	28.611698
	33.186688	66.152319	22.559946	14.852430	10.374586	31.192511	25.627751	26.157435
	33.186688	63.528368	22.600333	14.037290	9.099631	30.306032	24.849431	24.175092
	33.186688	60.165252	22.559946	13.482632	8.165577	29.148499	24.382947	22.472079
	33.343084	58.605034	22.399587	12.942959	7.558254	28.597973	23.842246	21.030412
	33.108972	56.098082	22.359792	12.546655	7.110662	27.891203	23.492811	19.798983
	33.186688	54.344412	22.399587	12.214212	6.808405	27.436459	23.278727	18.799295
	33.108972	53.413175	22.320113	11.954334	6.617666	27.158633	23.067869	17.961285
	33.031573	52.333745	22.359792	11.702321	6.500781	27.048843	22.818997	17.180986
	32.954491	50.955375	22.241104	11.586348	6.406321	26.885569	22.860165	16.648671
	33.343084	50.787750	22.241104	11.472002	6.433147	26.994231	22.777952	16.307953
	33.186688	49.964542	22.045588	11.303463	6.339819	26.777650	22.655546	15.793975
	33.031573	49.482238	21.929634	11.206762	6.339819	26.723966	22.574547	15.524085
	32.877723	49.165403	21.929634	11.179347	6.359686	26.564008	22.737028	15.218060
	33.108972	49.008371	21.852889	11.111221	6.386286	26.723966	22.655546	15.047312
	33.108972	48.697037	21.776585	11.152026	6.426428	26.458271	22.942873	14.984034
	33.108972	48.542720	21.738597	11.152026	6.460102	26.564008	22.901457	14.879466
	33.264725	48.389292	21.625284	11.138401	6.521232	26.777650	23.026078	14.776004
	32.954491	47.934269	21.738597	11.138401	6.569243	26.777650	23.109786	14.734924
	33.031573	48.236746	21.550281	11.193042	6.631578	26.777650	23.321283	14.734924
	33.500777	48.542720	21.968174	11.415430	6.837211	27.380507	23.842246	14.942073
	33.108972	48.542720	21.625284	11.317374	6.822790	27.324749	23.579365	14.734924
	32.877723	48.236746	21.512939	11.303463	6.858910	27.213813	23.622842	14.694018
	33.031573	48.085074	21.438573	11.359251	6.887970	27.213813	23.798094	14.694018
	33.186688	48.389292	21.291101	11.359251	6.976031	27.380507	23.842246	14.734924
	32.954491	48.389292	21.438573	11.472002	7.088009	27.548951	24.110059	14.858686
	33.108972	48.697037	21.217986	11.486208	7.133403	27.719174	24.110059	14.796609
	33.264725	48.852251	21.181583	11.543279	7.209843	27.662234	24.245860	14.900291
	33.108972	48.697037	21.145283	11.615187	7.271710	27.605493	24.521338	15.005081
	32.877723	48.697037	21.181583	11.658638	7.349953	27.833658	24.475061	15.005081
	33.108972	48.697037	21.109083	11.731573	7.429225	27.948953	24.707922	15.068495
	33.421767	49.802823	21.291101	11.969400	7.690057	28.537906	24.992308	15.391787
	33.186688	49.802823	21.001092	11.879412	7.681736	28.299793	24.849431	15.348072
	33.500777	49.964542	21.254492	12.075627	7.833239	28.779481	25.088330	15.524085
	33.031573	49.323356	20.858501	11.909300	7.765449	28.418422	24.896903	15.348072
	33.031573	49.482238	20.787797	11.984493	7.841764	28.597973	25.088330	15.391787
	33.031573	50.290876	20.787797	12.045139	7.944984	28.718759	25.136574	15.568572
	32.954491	49.802823	20.752591	12.183218	7.997234	28.478057	25.331123	15.680650
	33.186688	49.964542	20.647556	12.198701	8.076422	28.718759	25.429352	15.771210
	32.954491	49.802823	20.717483	12.292197	8.138700	28.718759	25.677760	15.839659
	32.954491	49.802823	20.717483	12.370905	8.210622	28.779481	25.778273	15.931640
	32.801268	49.802823	20.717483	12.386734	8.274218	28.962979	25.778273	15.931640
	32.954491	49.964542	20.647556	12.482328	8.356911	28.962979	25.981310	16.094605
	33.031573	50.621131	20.543385	12.450345	8.440665	29.273319	25.828780	16.047782
	33.343084	51.124017	20.717483	12.759082	8.649991	29.273319	26.448182	16.452634
	32.725122	50.621131	20.508851	12.578999	8.563557	29.273319	26.032492	16.236353
	32.954491	50.955375	20.405814	12.611464	8.659665	29.399064	26.032492	16.236353
	33.264725	51.293684	20.474411	12.792228	8.836215	29.589436	26.343209	16.550200
	32.954491	51.293684	20.269734	12.709597	8.796580	29.462286	26.187069	16.476942
	32.954491	51.464385	20.337589	12.775639	8.856120	29.653366	26.290987	16.550200
	32.877723	51.636130	20.303615	12.808849	8.926252	29.717535	26.343209	16.623968
	32.877723	51.124017	20.303615	12.926083	8.946423	29.462286	26.553868	16.748058
	33.031573	51.124017	20.202246	12.959867	9.007296	29.653366	26.606980	16.798099
	32.877723	51.124017	20.202246	12.976808	9.079005	29.911490	26.606980	16.773050
	32.877723	50.787750	20.202246	13.062001	9.089310	29.589436	26.821246	16.949635
	33.186688	51.464385	20.578013	13.304971	9.309341	30.173522	27.093239	17.155036
	33.031573	51.293684	20.440066	13.322581	9.319994	30.107643	27.148202	17.206997
	32.649286	51.636130	20.135121	13.182661	9.288084	30.173522	26.875272	17.026206
	32.877723	51.982791	20.001953	13.165324	9.330663	29.976628	26.821246	17.103321
	32.877723	51.293684	20.135121	13.269855	9.330663	30.042012	27.038466	17.180986
	32.649286	51.636130	20.101695	13.252348	9.384253	30.042012	26.929483	17.155036
	32.801268	51.808929	20.001953	13.322581	9.438254	29.911490	27.148202	17.311664
	32.954491	52.157727	19.903009	13.322581	9.492671	30.107643	27.038466	17.311664
	32.573756	51.464385	20.035111	13.340225	9.481754	30.173522	27.148202	17.390822
	32.725122	51.808929	19.903009	13.340225	9.536507	30.306032	27.038466	17.337987
	32.573756	51.808929	19.903009	13.393365	9.569562	30.173522	27.148202	17.470552
	32.954491	51.808929	19.870204	13.428967	9.613875	30.042012	27.258699	17.550860
	32.801268	51.464385	19.935902	13.500591	9.624997	30.107643	27.425891	17.604722
	32.725122	51.982791	19.804856	13.446820	9.658465	30.439552	27.148202	17.524026
	32.954491	51.982791	19.739854	13.518585	9.714593	30.306032	27.369967	17.631751
	32.649286	51.636130	19.739854	13.590921	9.703332	30.173522	27.482011	17.740526
	32.498531	51.464385	19.804856	13.554681	9.725872	30.306032	27.369967	17.686006
	33.186688	52.510857	19.837486	13.755794	9.920341	30.574095	27.708466	18.045194
	32.877723	51.808929	19.837486	13.718900	9.805317	30.372665	27.651554	17.822805
	33.031573	52.689072	19.903009	13.867372	9.978540	30.506695	27.822892	18.101479
	32.498531	51.808929	19.707482	13.682152	9.839634	30.439552	27.651554	17.850365
	32.877723	52.333745	19.610879	13.682152	9.885643	30.372665	27.594841	17.961285
	32.649286	52.689072	19.546901	13.663833	9.931944	30.506695	27.482011	17.933453
	32.649286	52.333745	19.578848	13.700507	9.931944	30.777852	27.538328	17.933453
	32.801268	52.333745	19.483259	13.774297	9.943565	30.506695	27.651554	18.045194
	32.649286	52.333745	19.578848	13.737329	9.978540	30.777852	27.594841	18.017155
	32.649286	51.982791	19.578848	13.848682	9.966863	30.641753	27.880409	18.073302
	32.801268	52.868401	19.419950	13.811415	10.037204	30.641753	27.765578	18.101479
	32.573756	53.048854	19.419950	13.811415	10.060801	30.846295	27.651554	18.073302
	32.725122	52.689072	19.578848	13.942509	10.108223	30.915003	27.938130	18.129726
	32.573756	52.510857	19.483259	13.923668	10.072628	30.506695	27.938130	18.243419
	32.649286	52.689072	19.515038	13.904864	10.167930	31.053218	27.996055	18.243419
	33.031573	53.230442	19.675196	14.094623	10.288801	31.262565	28.171072	18.416096
	32.954491	53.230442	19.642995	14.094623	10.288801	31.192511	28.229828	18.387136
	32.725122	53.048854	19.325605	13.961388	10.216044	30.846295	28.054187	18.387136
	32.725122	52.689072	19.294321	13.980306	10.167930	30.777852	28.054187	18.358249
